"profile_id","username","display_name","avatar_url","total_xp","season_id","week","weekly_xp","cumulative_xp","rank"
"1167","zacxbt","zac.eth ?????????","https://pbs.twimg.com/profile_images/1760942755545800704/wFBpdSgp.jpg","894615","1","13","31720","348655","91"
"20887","CryptoRaho","Raho","https://pbs.twimg.com/profile_images/1931254169832181760/bwPPVNS7.jpg","160614","1","13","31605","151283","92"
"26712","raketa2022","Raketa??","https://pbs.twimg.com/profile_images/1953058990675435520/E2uppmH1.jpg","177088","1","13","31249","160745","93"
"8519","TAhmed93","Tanveer ? ??","https://pbs.twimg.com/profile_images/1885213033875857408/ETixLD-z.jpg","275189","1","13","31236","199003","94"
"29087","vladski29","Vladski","https://pbs.twimg.com/profile_images/1919602667141156864/-o63X8I5.jpg","87489","1","13","31143","74914","95"
"7499","WY_mask","??","https://pbs.twimg.com/profile_images/1946141372907712512/AyEwDt49.png","1065263","1","13","31131","742233","96"
"12479","lowbross","Inob.ink","https://pbs.twimg.com/profile_images/1953873030481883136/judk9vQ_.jpg","267786","1","13","30887","238068","97"
"28228","Kruz_Uzdyak","Kruz Uzdyak","https://pbs.twimg.com/profile_images/1941006611025162240/vxXBJUvo.jpg","240511","1","13","30740","235561","98"
"15227","SmartDropFarmer","Smart Drop Farmer","https://pbs.twimg.com/profile_images/1760586540940505088/ejwcSOvg.jpg","293804","1","13","30719","249238","99"
"2734","Pinkz2903","Pinkz | Wolves DAO","https://pbs.twimg.com/profile_images/1820406154520047616/eB4XxoVE.jpg","673877","1","13","30594","342386","100"
"28770","cryptopenguen","BTY16 ?????,????? ??","https://pbs.twimg.com/profile_images/1964904846835802113/XLi61qi0.jpg","148700","1","13","30515","121494","101"
"25916","0xsalty2755","salty ????","https://pbs.twimg.com/profile_images/1958075835497295873/lC6RmjgG.jpg","213541","1","13","30145","197165","102"
"2034","katexbt","katexbt.hl","https://pbs.twimg.com/profile_images/1965699098688073728/qNcfLt8a.jpg","1207097","1","13","30104","813230","103"
"29130","ford_mikhail","Mikhail | BigBr? ??","https://pbs.twimg.com/profile_images/1964996089246793728/4WrB9Ydf.jpg","61562","1","13","29890","32764","104"
"2003","KeepCalmNdChill","KeepCalmNChill","https://pbs.twimg.com/profile_images/1927771983975964672/7ht6fOGf.jpg","588673","1","13","29798","269427","105"
"2518","Evan_ss6","Evanss","https://pbs.twimg.com/profile_images/1544887512455188480/NTlA57Iu.jpg","698785","1","13","29776","486880","106"
"18895","BlueGirl_NFT","Blue Girl","https://pbs.twimg.com/profile_images/1955702527862755328/VZA8OO5w.jpg","179444","1","13","29603","156258","107"
"10","zetaonchain","zeta","https://pbs.twimg.com/profile_images/1330879164698783744/h2D2JJJl.jpg","1461889","1","13","29082","766809","108"
"13","fillip_g","FillipGumbottom","https://pbs.twimg.com/profile_images/1922455858862055424/37Scm0Dc.jpg","1466499","1","13","29080","487721","109"
"15793","0x_rizz","rizzzz.eth","https://pbs.twimg.com/profile_images/1943552485064343553/VqdEBuWJ.jpg","238687","1","13","29009","223995","110"
"26975","CyberPunk221122","Samorityanin??","https://pbs.twimg.com/profile_images/1912888066936565760/sYiQsYPx.jpg","305590","1","13","28916","285268","111"
"2073","0xGedis","Gedis","https://pbs.twimg.com/profile_images/1962164452540788736/Jvowtnip.jpg","956991","1","13","28664","607567","112"
"16574","coinkritik","CoinKritik","https://pbs.twimg.com/profile_images/1375968892137439234/vmLgrSrT.jpg","134710","1","13","28462","99659","113"
"20356","ElinTekin5","Eliiin ??","https://pbs.twimg.com/profile_images/1945749126999580672/NbW2KlQv.jpg","234610","1","13","28432","202732","114"
"14281","WhoYKK","Yash","https://pbs.twimg.com/profile_images/1966253450985091073/KoFb5YFK.jpg","93903","1","13","28422","77785","115"
"1834","SethA1982","Kuruptshun","https://pbs.twimg.com/profile_images/1922761242554335232/vWTAiQ6j.jpg","1136737","1","13","27989","574690","116"
"1576","_CryptoPhoenix_","Phoenix ?????","https://pbs.twimg.com/profile_images/1781314898808442882/gB-HM7Kc.jpg","668393","1","13","27865","381079","117"
"28985","ggwp_easyy","SeRG| ???? | ??rAI ?,?","https://pbs.twimg.com/profile_images/1957708896044478467/oHZawmH9.jpg","70011","1","13","27738","50096","118"
"23739","Pencha7777","Pencha","https://pbs.twimg.com/profile_images/1949565273603735552/qbbcY0wf.jpg","395773","1","13","27701","393052","119"
"28038","0xDruuu","0xDruuu ?? ????","https://pbs.twimg.com/profile_images/1726209492357156864/uk5g2jTd.jpg","56436","1","13","27608","35083","120"
