"season0","season1","allSeasons"
"@{usersWithXp=7087; totalXp=344001379; avgXpPerUser=48539.77409341047}","@{usersWithXp=15931; totalXp=301008252; avgXpPerUser=18894.498273805788}","@{usersWithXp=17745; totalXp=645009631}"
