"profile_id","username","display_name","avatar_url","total_xp","season_id","week","weekly_xp","cumulative_xp","rank"
"22709","Ben_nichoqu","Nichoqu ??","https://pbs.twimg.com/profile_images/1964477573624221696/dt3vmEWP.jpg","2553","0",,"2553","2553","8458"
"13237","xgpara","XGPARA","https://pbs.twimg.com/profile_images/1932671714456186881/msPa0lB9.jpg","2552","0",,"2552","2552","8459"
"24640","PhilV2dot1","Phil V2.1.ink ?? ??","https://pbs.twimg.com/profile_images/1884204538233602048/a6i9I2Yf.jpg","2552","0",,"2552","2552","8460"
"17502","Sal_XBT","Sal","https://pbs.twimg.com/profile_images/1952635292424216576/OS5YpPDZ.jpg","2551","0",,"2551","2551","8461"
"22633","SamWagmi","Sam","https://pbs.twimg.com/profile_images/1936117729246785536/PR9NePXJ.jpg","2551","0",,"2551","2551","8462"
"3459","Aabbhhz","Abhz ??","https://pbs.twimg.com/profile_images/1724687865471455232/-rc2ShfE.jpg","2577","0",,"2577","2550","8463"
"20945","AbegAshikul","abeg","https://pbs.twimg.com/profile_images/1965783073699909632/44KmW-2N.jpg","2549","0",,"2549","2549","8464"
"21916","damilaredmd","0x","https://pbs.twimg.com/profile_images/1940602191670054912/z427LIu3.jpg","2548","0",,"2548","2548","8465"
"22938","0xseraphim_","seraphim","https://pbs.twimg.com/profile_images/1919810541180354560/JcSjYM_Q.jpg","2548","0",,"2548","2548","8466"
"9983","Natalia77351991","Natalia ??","https://pbs.twimg.com/profile_images/1941924931161260032/jmuRHgxl.jpg","2622","0",,"2622","2547","8467"
"15851","mackan99","Marcus","https://pbs.twimg.com/profile_images/1758518057729757184/kF-1jdM0.jpg","2547","0",,"2547","2547","8468"
"17679","DejiBigBag","ChukwuDeji","https://pbs.twimg.com/profile_images/1963166010774622209/v4KSlyW_.jpg","2547","0",,"2547","2547","8469"
"18343","rrxStone","roarstone","https://pbs.twimg.com/profile_images/1956259547645140994/bNR8dMjr.jpg","2545","0",,"2545","2545","8470"
"23699","ralphbaceet","MrBellz","https://pbs.twimg.com/profile_images/1832361440696500224/YFpaEJEs.jpg","2545","0",,"2545","2545","8471"
"22154","maziibe_","Ibe ??","https://pbs.twimg.com/profile_images/1917119717229068288/umancsJ6.png","2542","0",,"2542","2542","8472"
"23396","BtcTopraktan","Topraktan Altcoin","https://pbs.twimg.com/profile_images/1760771790463172608/LW7p60ym.jpg","2542","0",,"2542","2542","8473"
"23894","Gtreaz4258","Gtreaz ?","https://pbs.twimg.com/profile_images/1959920940034199552/M1ugPDCd.jpg","2542","0",,"2542","2542","8474"
"16702","tyler_of_web3","Tyler?","https://pbs.twimg.com/profile_images/1897566523432062976/xZAX7jcL.jpg","2541","0",,"2541","2541","8475"
"20703","969Juicewrld","juicewrld_969 ??(mainnet arc)","https://pbs.twimg.com/profile_images/1948419366103449600/bDImq6Ym.jpg","2541","0",,"2541","2541","8476"
"5948","Berlino_12","Berlino?? ??","https://pbs.twimg.com/profile_images/1837861579926147072/ZVKf5APA.jpg","2540","0",,"2540","2540","8477"
"30528","CentuDeFi","Centurion DeFi","https://pbs.twimg.com/profile_images/1932035710703316992/7upUmqdl.jpg","2540","0",,"2540","2540","8478"
"20819","Ayindeloaf","_agbolade_ ??","https://pbs.twimg.com/profile_images/1917111006301388800/Xxm9r32V.jpg","2538","0",,"2538","2538","8479"
"3728","jon_harry7","Jon Harry (??,??)","https://pbs.twimg.com/profile_images/1642007178142789634/nTdQdLwh.jpg","2547","0",,"2547","2537","8480"
"19913","Cryptogold45","DeFi!","https://pbs.twimg.com/profile_images/1902550423317430272/hlVvHa0B.jpg","2534","0",,"2534","2534","8481"
"27769","user_27769","dilayoudid.eth","https://app.ethos.network/avatar/blockie/0x65d385c1F92E8F9091Dc4a2e0dB26F4F6b395b86","2534","0",,"2534","2534","8482"
"17546","RU4REALim","R.U. 4REAL","https://pbs.twimg.com/profile_images/1952877515652947968/0LWfQKbA.jpg","2532","0",,"2532","2532","8483"
"12347","web3bithou","Bithou | Bird?????? $BARD","https://pbs.twimg.com/profile_images/1928663739966042116/R1RCGG4r.jpg","2529","0",,"2529","2529","8484"
"17335","peppsterin0","Peppsterino ??","https://pbs.twimg.com/profile_images/1944882921866711040/EXTNcCFQ.jpg","2527","0",,"2527","2527","8485"
"2915","brookejlacey","Brooke Lacey","https://pbs.twimg.com/profile_images/1957135056339972096/EZsr2LYa.jpg","2649","0",,"2649","2525","8486"
"10788","0xcway","cryptoway","https://pbs.twimg.com/profile_images/1936052221830959104/_3wmzhwd.jpg","2707","0",,"2707","2522","8487"
"18119","paulothefirst","paulo (?,?)","https://pbs.twimg.com/profile_images/1916147275891388416/B-uV0gIb.jpg","2522","0",,"2522","2522","8488"
"19990","femioguns04","FEMI","https://pbs.twimg.com/profile_images/1927470742947385344/4p-JclXL.jpg","2522","0",,"2522","2522","8489"
"21397","rimtempestx","Tempest","https://pbs.twimg.com/profile_images/1959283262334889984/A-XnyGlc.jpg","2521","0",,"2521","2521","8490"
"21981","ElendrinETH","Elendrin","https://pbs.twimg.com/profile_images/1953593270690267136/C_hApNjs.jpg","2520","0",,"2520","2520","8491"
"19934","0xculvers","culvers","https://pbs.twimg.com/profile_images/1867672750665457664/NMbNN4uu.jpg","2519","0",,"2519","2519","8492"
"30794","ameli_moca","AHMET MELIH","https://pbs.twimg.com/profile_images/1906497634501632000/wc9xR8Vi.jpg","2518","0",,"2518","2518","8493"
"24314","monkgonerogue","monk_ric","https://pbs.twimg.com/profile_images/1946157603001634817/a1Lf0z8k.jpg","2516","0",,"2516","2516","8494"
"27163","0xNoochy","0xNoochy","https://pbs.twimg.com/profile_images/1947671863871623170/uJorcGkh.jpg","2516","0",,"2516","2516","8495"
"3818","ZoneOut30DBZ","Igor Bajic ??","https://pbs.twimg.com/profile_images/1869807184231485440/w08hHc9t.jpg","2515","0",,"2515","2515","8496"
"8386","MauxFauxCrypto","MauxFaux","https://pbs.twimg.com/profile_images/1901043096390926336/V16qMajL.jpg","3458","0",,"3458","2515","8497"
"8116","akkoh1","AK KOH ??|?????","https://pbs.twimg.com/profile_images/1875944710973599745/tGv8PASp.jpg","4811","0",,"4811","2515","8498"
"10389","Dukeoflag0s","Duke (?,?)","https://pbs.twimg.com/profile_images/1911893733177446400/Dt2zbENk.jpg","3186","0",,"3186","2515","8499"
"10579","themoorejr","?????????? ?","https://pbs.twimg.com/profile_images/1887267992590753792/2gTHBOKO.jpg","4004","0",,"4004","2515","8500"
"16258","AndyKay932247","AndyKay","https://pbs.twimg.com/profile_images/1716925627650256896/UG6c6HGf.jpg","2512","0",,"2512","2512","8501"
"24003","AyinLeks","LeksCrypt","https://pbs.twimg.com/profile_images/1923669237110915073/mEefedKh.jpg","2511","0",,"2511","2511","8502"
